Parent MNE	WikiID		WikiTopic		MID		Weight
Singapore Telecommunications Ltd	Q379592	>>	Advanced_Info_Service	>>	/m/01_fcq	>>	13,21374941
Singapore Telecommunications Ltd	Q1477681	>>	Thaicom	>>	/m/026lsml	>>	12,61364949
Singapore Telecommunications Ltd	Q6953220	>>	NCS_Pte_Ltd	>>	/m/0282746	>>	4,088667825
Singapore Telecommunications Ltd	Q7848231	>>	Trustwave_Holdings	>>	/m/0n3xjf5	>>	2,829599177
Sirius XM Holdings Inc	Q1516562	>>	Liberty_Media	>>	/m/03p2k2g	>>	48,06419502
Sirius XM Holdings Inc	Q492058	>>	XM_Satellite_Radio	>>	/m/01603r	>>	31,96017101
Sirius XM Holdings Inc	Q3277465	>>	Sirius_XM	>>	/m/02pljbm	>>	18,96695827
Sirius XM Holdings Inc	Q7530403	>>	Sirius_XM_Canada	>>	/m/0gvttb3	>>	1,008675695
Societe Generale SA	Q2110465	>>	Boursorama	>>	/m/03zjms	>>	37,12979416
Societe Generale SA	Q1119857	>>	Rosbank	>>	/m/02z19tn	>>	26,96228562
Societe Generale SA	Q2819236	>>	ALD_Automotive	>>	/g/121d1rsl	>>	13,36993631
Societe Generale SA	Q645498	>>	Lyxor_Asset_Management	>>	/m/065_1wf	>>	8,716433406
Societe Generale SA	Q34182620	>>	Self_Bank	>>	/g/120x5mkj	>>	5,285603051
Societe Generale SA	Q3550305	>>	Union_internationale_de_banques	>>	/g/12302hrv	>>	3,435222712
Societe Generale SA	Q7390038	>>	Societe_Generale_Ghana	>>	/m/0280vm8	>>	2,826681574
Societe Generale SA	Q33306594	>>	Fiditalia	>>	/g/11g8wtmm8x	>>	2,274043165
SoftBank Group Corp	Q201653	>>	SoftBank_Group	>>	/m/020cjs	>>	33,22981451
SoftBank Group Corp	Q129164	>>	Fukuoka_SoftBank_Hawks	>>	/m/01v3x8	>>	15,33085955
SoftBank Group Corp	Q301965	>>	Sprint_Corporation	>>	/m/077w0b	>>	14,25162641
SoftBank Group Corp	Q2298325	>>	Boston_Dynamics	>>	/m/02vpf5v	>>	12,80575621
SoftBank Group Corp	Q296782	>>	Arm_Holdings	>>	/m/03p1jb6	>>	12,47797565
SoftBank Group Corp	Q5322556	>>	Ymobile_Corporation	>>	/m/0407z80	>>	5,130260111
SoftBank Group Corp	Q4943790	>>	Boost_Mobile	>>	/m/04kz_z	>>	3,33681754
SoftBank Group Corp	Q4819664	>>	Brightstar_Corporation	>>	/m/0cgk2d	>>	1,657535772
SoftBank Group Corp	Q7933973	>>	Virgin_Mobile_USA	>>	/m/02vk7td	>>	1,218571127
SoftBank Group Corp	Q618875	>>	ITmedia	>>	/m/0clk0cr	>>	0,560783129
Sony Corp	Q41187	>>	Sony	>>	/m/06q07	>>	35,16184644
Sony Corp	Q333040	>>	Sony/ATV_Music_Publishing	>>	/m/06gz0y	>>	22,23078242
Sony Corp	Q18594	>>	Sony_Interactive_Entertainment	>>	/m/03_c8p	>>	7,946199792
Sony Corp	Q720871	>>	Naughty_Dog	>>	/m/04sfn5	>>	7,31716339
Sony Corp	Q1416835	>>	Sony_Pictures_Animation	>>	/m/0601h1	>>	5,867356723
Sony Corp	Q376692	>>	Sony_Mobile	>>	/m/01spxd	>>	4,609659512
Sony Corp	Q822314	>>	Sony_Pictures	>>	/m/03rwz3	>>	4,187562748
Sony Corp	Q916714	>>	Sucker_Punch_Productions	>>	/m/05y8rh	>>	3,024173195
Sony Corp	Q161405	>>	Animax	>>	/m/07zrpn	>>	2,544713336
Sony Corp	Q300262	>>	AXN	>>	/m/064qj2	>>	2,040361993
Sony Corp	Q656710	>>	SIE_Santa_Monica_Studio	>>	/m/07qb6z	>>	1,908529312
Sony Corp	Q334904	>>	SIE_Japan_Studio	>>	/m/05b4msf	>>	1,008736832
Sony Corp	Q7562492	>>	Sony_Life	>>	/m/0587fl	>>	0,602744983
Sony Corp	Q7562429	>>	Sony_Bank	>>	/m/0dyyz2	>>	0,599262224
Sony Corp	Q2510185	>>	So-net	>>	/m/0f2w85	>>	0,347058098
Sony Corp	Q17048740	>>	Sony_India	>>	/m/0zg8j1f	>>	0,321256088
Sony Corp	Q5180408	>>	Crackle_(streaming_service)	>>	/m/03c0sqp	>>	0,282592907
Southern Co	Q2304693	>>	Southern_Company	>>	/m/01c48j	>>	62,17120506
Southern Co	Q5547666	>>	Georgia_Power	>>	/m/03p3nzn	>>	20,33364488
Southern Co	Q4705296	>>	Alabama_Power	>>	/m/05xd7t	>>	12,30590397
Southern Co	Q17108791	>>	Mississippi_Power	>>	/m/02711_m	>>	5,189246079
Southwest Airlines Co	Q503308	>>	Southwest_Airlines	>>	/m/0gztl	>>	89,63451693
Southwest Airlines Co	Q406695	>>	AirTran_Airways	>>	/m/01vk4t	>>	10,36548307
Standard Chartered PLC	Q548278	>>	Standard_Chartered	>>	/m/02hszk	>>	81,01045965
Standard Chartered PLC	Q996550	>>	Standard_Chartered_Hong_Kong	>>	/m/02z4xhj	>>	11,61281403
Standard Chartered PLC	Q4855963	>>	Bank_Permata	>>	/m/0dgpp32	>>	4,709421806
Standard Chartered PLC	Q625531	>>	Standard_Chartered_Korea	>>	/m/09dzd0	>>	1,636480738
Standard Chartered PLC	Q7598194	>>	Standard_Chartered_Bangladesh	>>	/m/05s_hlk	>>	1,03082377
Starbucks Corp	Q37158	>>	Starbucks	>>	/m/018c_r	>>	92,29071261
Starbucks Corp	Q765398	>>	Tata_Starbucks	>>	/m/0n48mb8	>>	3,517096474
Starbucks Corp	Q4738898	>>	AmRest	>>	/m/04647nl	>>	1,80464559
Starbucks Corp	Q795386	>>	Teavana	>>	/m/03m6lh_	>>	1,570506941
Starbucks Corp	Q766351	>>	Tazo	>>	/m/05lf8m	>>	0,817038388
State Bank of India	Q1340361	>>	State_Bank_of_India	>>	/m/0242kb	>>	87,08086706
State Bank of India	Q7388955	>>	SBI_Life_Insurance_Company	>>	/m/0ch3m47	>>	6,141950621
State Bank of India	Q7388953	>>	SBI_Cards	>>	/m/0k2bnf_	>>	3,792593185
State Bank of India	Q24942577	>>	SBI_Mutual_Fund	>>	/g/11bxdts44f	>>	2,167986456
State Bank of India	Q13182740	>>	Nepal_SBI_Bank	>>	/m/0bs6sbr	>>	0,816602677
Stryker Corp	Q2357515	>>	Stryker_Corporation	>>	/m/01_bdw	>>	96,12948361
Stryker Corp	Q17141535	>>	Physio-Control	>>	/m/0wxszrh	>>	3,870516392
Sumitomo Mitsui Financial Group Inc	Q2660418	>>	Sumitomo_Mitsui_Banking_Corporation	>>	/m/03kx5c	>>	72,7144271
Sumitomo Mitsui Financial Group Inc	Q2094989	>>	Sumitomo_Mitsui_Financial_Group	>>	/m/03kx3x	>>	27,2855729
Sun Hung Kai Properties Ltd	Q1789188	>>	Sun_Hung_Kai_Properties	>>	/m/04zdcb	>>	78,38660454
Sun Hung Kai Properties Ltd	Q11079498	>>	SmarTone	>>	/m/05q71c	>>	21,61339546
Suncor Energy Inc	Q1516410	>>	Suncor_Energy	>>	/m/05r9nn	>>	53,22646479
Suncor Energy Inc	Q1208279	>>	Petro-Canada	>>	/m/028g7g	>>	32,55638096
Suncor Energy Inc	Q3508189	>>	Syncrude	>>	/m/06x0lc	>>	14,21715425
Swedbank AB	Q1145493	>>	Swedbank	>>	/m/02h16c	>>	100
Swiss Re AG	Q605565	>>	Swiss_Re	>>	/m/02qcp_	>>	100
Swisscom AG	Q644324	>>	Swisscom	>>	/m/02g1dv	>>	52,43349545
Swisscom AG	Q499342	>>	Fastweb_(telecommunications_company)	>>	/m/094t1b	>>	30,17889617
Swisscom AG	Q462267	>>	Teleclub	>>	/m/07k7q22	>>	11,46288856
Swisscom AG	Q886096	>>	Bluewin	>>	/g/120vyqv9	>>	5,924719814
Sysco Corp	Q2376711	>>	Sysco	>>	/m/078_jv	>>	100
TC Energy Corp	Q1516108	>>	TC_Energy	>>	/m/05px67	>>	100
TD Ameritrade Holding Corp	Q7669886	>>	TD_Ameritrade	>>	/m/0csd97	>>	79,83921974
TD Ameritrade Holding Corp	Q7784615	>>	Thinkorswim	>>	/m/06zcb6	>>	12,91021605
TD Ameritrade Holding Corp	Q7438146	>>	Scottrade	>>	/m/097pxs	>>	7,250564204
TE Connectivity Ltd	Q663452	>>	TE_Connectivity	>>	/m/03p3r1q	>>	100
TJX Companies Inc	Q10860683	>>	TJ_Maxx	>>	/m/097b3s	>>	34,52186613
TJX Companies Inc	Q1285819	>>	TJX_Companies	>>	/m/05s0cp	>>	24,97937045
TJX Companies Inc	Q15903261	>>	Marshalls	>>	/m/01f3x4	>>	16,49575885
TJX Companies Inc	Q845257	>>	Winners	>>	/m/06s52n	>>	7,064202983
TJX Companies Inc	Q5887941	>>	HomeGoods	>>	/m/026gmzt	>>	6,287266044
TJX Companies Inc	Q7511598	>>	Sierra_(retailer)	>>	/m/026v1jd	>>	5,705220142
TJX Companies Inc	Q16844433	>>	HomeSense	>>	/m/026kwpw	>>	4,946315401
Takeda Pharmaceutical Co Ltd	Q899133	>>	Takeda_Pharmaceutical_Company	>>	/m/01rm4t	>>	78,02847707
Takeda Pharmaceutical Co Ltd	Q905049	>>	Shire_(pharmaceutical_company)	>>	/m/03p3qm8	>>	21,97152293
Tata Consultancy Services Ltd	Q331715	>>	Tata_Group	>>	/m/014lk3	>>	30,28015217
Tata Consultancy Services Ltd	Q188514	>>	Tata_Motors	>>	/m/03jxtm	>>	26,76849548
Tata Consultancy Services Ltd	Q13227919	>>	Tata_Consultancy_Services	>>	/m/01psx8	>>	24,39215858
Tata Consultancy Services Ltd	Q2377884	>>	Tata_Sons	>>	/m/0280qvy	>>	7,485517245
Tata Consultancy Services Ltd	Q3518953	>>	Tata_Sky	>>	/m/027n8zg	>>	3,91016297
Tata Consultancy Services Ltd	Q3518849	>>	Tata_Docomo	>>	/m/06w9l7z	>>	1,707908668
Tata Consultancy Services Ltd	Q1814429	>>	Tata_Power	>>	/m/07l_q5	>>	1,420425071
Tata Consultancy Services Ltd	Q7669429	>>	TATA_AIG	>>	/m/05c4m7n	>>	0,968837474
Tata Consultancy Services Ltd	Q7687789	>>	Tata_Advanced_Systems	>>	/m/06zng5h	>>	0,899107924
Tata Consultancy Services Ltd	Q1575499	>>	TMF_Group	>>	/m/09rwgc6	>>	0,888991451
Tata Consultancy Services Ltd	Q7687835	>>	Tata_Technologies	>>	/m/026t7n7	>>	0,716994191
Tata Consultancy Services Ltd	Q2331121	>>	Tata_Power_Solar	>>	/g/11c6w027b2	>>	0,371121143
Tata Consultancy Services Ltd	Q7687807	>>	Tata_Housing_Development_Company	>>	/m/08064zs	>>	0,190127633
Tatneft PAO	Q1616858	>>	Tatneft	>>	/m/02r4rtz	>>	100
Telefonaktiebolaget LM Ericsson	Q52618	>>	Ericsson	>>	/m/02kyh	>>	95,6642886
Telefonaktiebolaget LM Ericsson	Q7303737	>>	Red_Bee_Media	>>	/m/06t3xk	>>	2,274629987
Telefonaktiebolaget LM Ericsson	Q7695688	>>	Iconectiv	>>	/m/049yyz	>>	1,083578534
Telefonaktiebolaget LM Ericsson	Q488915	>>	Ericsson-LG	>>	/m/03gwkrp	>>	0,977502879
Telefonica SA	Q967735	>>	Movistar	>>	/m/05v_6d	>>	18,12282636
Telefonica SA	Q1428656	>>	Vivo_(telecommunications)	>>	/m/0490gy	>>	16,95209739
Telefonica SA	Q7072245	>>	O2_(UK)	>>	/m/0bmfrw9	>>	14,65284184
Telefonica SA	Q609524	>>	Tuenti	>>	/m/043nslj	>>	13,836187
Telefonica SA	Q5559900	>>	Giffgaff	>>	/m/080jx9m	>>	7,908010419
Telefonica SA	Q675046	>>	E-Plus	>>	/m/04cclm	>>	7,535642139
Telefonica SA	Q1135120	>>	Terra_(company)	>>	/m/0429l6	>>	7,411358055
Telefonica SA	Q6140523	>>	Movistar_(Argentina)	>>	/g/11b6f0h067	>>	3,766369153
Telefonica SA	Q20059687	>>	Vivo_TV	>>	/g/1hb_h20z0	>>	3,099745721
Telefonica SA	Q6025449	>>	Movistar_(Colombia)	>>	/g/1hc0gz_j3	>>	2,673269339
Telefonica SA	Q3517294	>>	Movistar_(Chile)	>>	/g/121_4_tj	>>	2,107408938
Telefonica SA	Q20950502	>>	Movistar_Partidazo	>>	/g/11ckq3sspt	>>	1,934243653
Telekomunikasi Indonesia (Persero) Tbk PT	Q2305438	>>	Telkom_Indonesia	>>	/m/0462d5	>>	100
Telenor ASA	Q845632	>>	Telenor	>>	/m/0j89k	>>	40,47566759
Telenor ASA	Q1784973	>>	Grameenphone	>>	/m/0716px	>>	12,42570351
Telenor ASA	Q3268530	>>	Digi_Telecommunications	>>	/m/05prhf	>>	11,16016589
Telenor ASA	Q3445676	>>	Telenor_Pakistan	>>	/m/0cnn6y	>>	7,59790135
Telenor ASA	Q1155797	>>	DTAC	>>	/m/03c_w3j	>>	6,734326362
Telenor ASA	Q3358931	>>	Telenor_India	>>	/m/09gkqb_	>>	6,16715808
Telenor ASA	Q2703272	>>	Canal_Digital	>>	/m/0745d9	>>	4,684274434
Telenor ASA	Q16953701	>>	Brigade_Group	>>	/m/0_r_452	>>	3,696299308
Telenor ASA	Q268578	>>	Telenor_Hungary	>>	/m/025wzk	>>	2,961375032
Telenor ASA	Q14915070	>>	Telenor_(Bulgaria)	>>	/m/0b_lmq	>>	2,381880086
Telenor ASA	Q24035910	>>	Telenor_Myanmar	>>	/g/11cn30xq72	>>	1,165365755
Telenor ASA	Q10613642	>>	Ownit	>>	/g/11dyh_857	>>	0,549882613
Tencent Holdings Ltd	Q860580	>>	Tencent	>>	/m/0403vtn	>>	55,7730784
Tencent Holdings Ltd	Q1060165	>>	Riot_Games	>>	/m/07kdf9w	>>	19,37729557
Tencent Holdings Ltd	Q1438774	>>	Supercell_(video_game_company)	>>	/m/0h1h41r	>>	14,0770848
Tencent Holdings Ltd	Q55181877	>>	Rocket_Girls_101	>>	/g/11f6gjlm_3	>>	10,21452807
Tencent Holdings Ltd	Q13021988	>>	%E0%B8%AA%E0%B8%99%E0%B8%B8%E0%B8%81.%E0%B8%84%E0%B8%AD%E0%B8%A1	>>	/g/1hb_dh47r	>>	0,318480353
Tencent Holdings Ltd	Q10852429	>>	Tencent_Maps	>>	/g/11b60xjcfc	>>	0,239532813
Tesla Inc	Q478214	>>	Tesla,_Inc.	>>	/m/0dr90d	>>	92,80569847
Tesla Inc	Q7555824	>>	SolarCity	>>	/m/03bzk3g	>>	7,194301533
Texas Instruments Inc	Q193412	>>	Texas_Instruments	>>	/m/0cv9b	>>	97,36019618
Texas Instruments Inc	Q5000308	>>	Burr-Brown_Corporation	>>	/m/0ggz95	>>	2,639803818
Thales SA	Q1161666	>>	Thales_Group	>>	/m/01phj4	>>	84,8244345
Thales SA	Q128356	>>	Thales_Alenia_Space	>>	/m/02qjw4d	>>	15,1755655
Thermo Fisher Scientific Inc	Q643674	>>	Thermo_Fisher_Scientific	>>	/m/02pt04f	>>	69,67264395
Thermo Fisher Scientific Inc	Q1824441	>>	Life_Technologies_(Thermo_Fisher_Scientific)	>>	/m/04zxd_m	>>	8,368599323
Thermo Fisher Scientific Inc	Q2040291	>>	Applied_Biosystems	>>	/m/02z1lkr	>>	5,307830245
Thermo Fisher Scientific Inc	Q7144742	>>	Patheon	>>	/m/03wcm6c	>>	5,305040845
Thermo Fisher Scientific Inc	Q2826104	>>	Affymetrix	>>	/m/030rrf	>>	4,991631799
Thermo Fisher Scientific Inc	Q2004423	>>	FEI_Company	>>	/m/02qr_km	>>	4,807332138
Thermo Fisher Scientific Inc	Q1226929	>>	Dionex	>>	/m/07kdlb2	>>	1,546921698
Thomson Reuters Corp	Q130879	>>	Reuters	>>	/m/0ps53	>>	64,65312179
Thomson Reuters Corp	Q1141267	>>	Thomson_Reuters	>>	/m/02r5t91	>>	30,60749371
Thomson Reuters Corp	Q7989031	>>	Westlaw	>>	/m/02fxp7	>>	2,979770162
Thomson Reuters Corp	Q7984204	>>	West_(publisher)	>>	/m/0c6239	>>	1,039377076
Thomson Reuters Corp	Q7237325	>>	Practical_Law_Company	>>	/m/02rf_pr	>>	0,720237263
Tokio Marine Holdings Inc	Q5214909	>>	Tokio_Marine_Nichido	>>	/m/0492fq	>>	53,4170691
Tokio Marine Holdings Inc	Q1812086	>>	Tokio_Marine	>>	/m/0492l6	>>	39,33880488
Tokio Marine Holdings Inc	Q5629085	>>	Tokio_Marine_HCC	>>	/m/0gsr80	>>	7,244126027
Toronto-Dominion Bank	Q1194832	>>	Toronto-Dominion_Bank	>>	/m/01vsxp	>>	32,20009943
Toronto-Dominion Bank	Q7669891	>>	TD_Bank,_N.A.	>>	/m/03bb9p	>>	28,23389352
Toronto-Dominion Bank	Q7669889	>>	TD_Auto_Finance	>>	/m/03cgtg9	>>	20,95084773
Toronto-Dominion Bank	Q1080670	>>	TD_Canada_Trust	>>	/m/01vsys	>>	14,17004596
Toronto-Dominion Bank	Q7669903	>>	TD_Securities	>>	/m/0glrrtq	>>	4,445113352
Total SA	Q154037	>>	Total_S.A.	>>	/m/03d938	>>	79,7190751
Total SA	Q645525	>>	SunPower	>>	/m/02qt0xz	>>	6,299931609
Total SA	Q322644	>>	Hutchinson_SA	>>	/m/0gj8pwf	>>	5,813872748
Total SA	Q2211570	>>	Saft_Groupe_S.A.	>>	/m/0l8m35k	>>	3,67150411
Total SA	Q41463	>>	Maersk_Oil	>>	/m/0g9_2ln	>>	2,045347104
Total SA	Q2059978	>>	Lampiris	>>	/g/1ylhlmrvw	>>	1,646702742
Total SA	Q2819394	>>	AS_24_(entreprise)	>>	/g/121y012r	>>	0,411485447
Total SA	Q30255328	>>	Quadran	>>	/g/11fctqy2bm	>>	0,39208114
Toyota Motor Corp	Q53268	>>	Toyota	>>	/m/07mb6	>>	73,14365453
Toyota Motor Corp	Q27511	>>	Daihatsu	>>	/m/01gm7z	>>	13,74267424
Toyota Motor Corp	Q867667	>>	Hino_Motors	>>	/m/07cmgp	>>	7,461487702
Toyota Motor Corp	Q7830808	>>	Toyota_Kirloskar_Motor	>>	/m/02qtntf	>>	1,255744106
Toyota Motor Corp	Q7830764	>>	Toyota_Canada_Inc.	>>	/m/09gfjp	>>	1,152188628
Toyota Motor Corp	Q11321683	>>	Toyota_Motor_East_Japan	>>	/g/1hb_dv0hb	>>	0,819124005
Toyota Motor Corp	Q6133919	>>	Kuozui_Motors	>>	/m/076x3d0	>>	0,747813753
Toyota Motor Corp	Q1129062	>>	Toyota_Financial_Services	>>	/m/0b50c2	>>	0,683680446
Toyota Motor Corp	Q1464318	>>	Toyota_Motor_Manufacturing_Canada	>>	/m/04vyrk	>>	0,463899291
Toyota Motor Corp	Q2447054	>>	Toyota_Australia	>>	/m/0gmrgc	>>	0,446671225
Toyota Motor Corp	Q17056197	>>	Toyota_(GB)_PLC	>>	/m/0ys_329	>>	0,083062072
Travelers Companies Inc	Q942471	>>	The_Travelers_Companies	>>	/m/065d4n	>>	100
Twenty-First Century Fox Inc	Q166419	>>	Fox_Broadcasting_Company	>>	/m/0cjdk	>>	21,49869208
Twenty-First Century Fox Inc	Q5476713	>>	21st_Century_Fox	>>	/m/0n_hqj6	>>	17,10649124
Twenty-First Century Fox Inc	Q60238941	>>	Fox_Corporation	>>	/g/11fkd9nfcb	>>	11,99263894
Twenty-First Century Fox Inc	Q885885	>>	Blue_Sky_Studios	>>	/m/03q471	>>	11,92966757
Twenty-First Century Fox Inc	Q651228	>>	FX_(TV_channel)	>>	/g/122bfvbq	>>	10,1599401
Twenty-First Century Fox Inc	Q5973845	>>	National_Geographic	>>	/m/01hddb	>>	7,714624416
Twenty-First Century Fox Inc	Q157118	>>	National_Geographic_(American_TV_channel)	>>	/m/03qjq6	>>	7,171828985
Twenty-First Century Fox Inc	Q925249	>>	Fox_Entertainment_Group	>>	/m/02mp92	>>	3,494712632
Twenty-First Century Fox Inc	Q138709	>>	Nat_Geo_Wild	>>	/m/02qgd_z	>>	2,531988586
Twenty-First Century Fox Inc	Q5476936	>>	Fox_Sports_(Southeast_Asian_TV_network)	>>	/m/0q3ys3_	>>	2,044804966
Twenty-First Century Fox Inc	Q434841	>>	%D9%81%D8%A7%DA%A9%D8%B3_%D9%82%D8%B1%D9%86_%D8%A8%DB%8C%D8%B3%D8%AA%D9%85	>>	/m/016tt2	>>	1,322511895
Twenty-First Century Fox Inc	Q5476820	>>	FX_Movie_Channel	>>	/m/05tt98	>>	1,290922424
Twenty-First Century Fox Inc	Q743293	>>	National_Geographic_Kids	>>	/m/064g8k	>>	0,951439397
Twenty-First Century Fox Inc	Q519612	>>	Fox_Deportes	>>	/m/09kmwf	>>	0,789736781
U.S. Bancorp	Q739084	>>	U.S._Bancorp	>>	/m/02l7_f	>>	87,23714842
U.S. Bancorp	Q5353627	>>	Elavon	>>	/m/02z4wy_	>>	12,76285158
UBS Group AG	Q193199	>>	UBS	>>	/m/031rxp	>>	100
UniCredit SpA	Q45568	>>	UniCredit	>>	/m/09hbkm	>>	56,42832168
UniCredit SpA	Q220189	>>	HypoVereinsbank	>>	/m/06lkyz	>>	18,52479339
UniCredit SpA	Q3745690	>>	FinecoBank	>>	/g/11bc5rxcfb	>>	16,55832804
UniCredit SpA	Q727011	>>	UniCredit_Bank_Russia	>>	/g/1233ll19	>>	7,201843611
UniCredit SpA	Q1035627	>>	Card_Complete	>>	/g/122mqrcj	>>	1,286713287
Unilever NV	Q157062	>>	Unilever	>>	/m/01jvjf	>>	66,95832117
Unilever NV	Q1619376	>>	Hindustan_Unilever	>>	/m/0242fc	>>	14,53147408
Unilever NV	Q874407	>>	Lipton	>>	/m/027k1j2	>>	12,11868693
Unilever NV	Q791930	>>	Axe_(brand)	>>	/m/05yddw	>>	5,087151279
Unilever NV	Q17010330	>>	Dermalogica	>>	/m/0yqmr13	>>	1,219330336
Unilever NV	Q7837549	>>	Tree_Hut	>>	/m/0drwvzv	>>	0,0850362
Union Pacific Corp	Q20183163	>>	Union_Pacific_Corporation	>>	/g/11b7jpdff4	>>	100
United Overseas Bank Ltd	Q2064074	>>	United_Overseas_Bank	>>	/m/04gjd1	>>	100
United Parcel Service Inc	Q7771029	>>	The_UPS_Store	>>	/m/0bxy_lh	>>	100
United Technologies Corp	Q1045758	>>	United_Technologies	>>	/m/02_g11	>>	23,25927742
United Technologies Corp	Q4835506	>>	B/E_Aerospace	>>	/m/04gt_dj	>>	21,46728025
United Technologies Corp	Q1134069	>>	Otis_Elevator_Company	>>	/m/02_ltq	>>	16,4646096
United Technologies Corp	Q731912	>>	Carrier_Corporation	>>	/m/07_dc0	>>	11,77239022
United Technologies Corp	Q358594	>>	Collins_Aerospace	>>	/m/0kv61y1	>>	9,356306633
United Technologies Corp	Q461210	>>	Rockwell_Collins	>>	/m/03jwnt	>>	8,508636371
United Technologies Corp	Q10854414	>>	ARINC	>>	/m/04tnb0	>>	4,69944249
United Technologies Corp	Q5115258	>>	Chubb_Security	>>	/m/09m7rcn	>>	1,323302711
United Technologies Corp	Q6049389	>>	International_Comfort_Products_Corporation	>>	/m/04lhsc1	>>	1,177082205
United Technologies Corp	Q12321767	>>	Kidde	>>	/m/0c480v	>>	1,035518705
United Technologies Corp	Q3935263	>>	Riello_(azienda)	>>	/g/122045nn	>>	0,64314213
United Technologies Corp	Q4826415	>>	Automated_Logic_Corporation	>>	/m/0f9h72	>>	0,293011259
UnitedHealth Group Inc	Q2103926	>>	UnitedHealth_Group	>>	/m/060jqm	>>	73,89651418
UnitedHealth Group Inc	Q30284383	>>	Optum	>>	/g/11h0vqn2y6	>>	14,72041447
UnitedHealth Group Inc	Q3042174	>>	Amil	>>	/m/0g5515x	>>	4,403205809
UnitedHealth Group Inc	Q7712716	>>	The_Advisory_Board_Company	>>	/m/026dn8c	>>	3,683291306
UnitedHealth Group Inc	Q7646199	>>	Surgical_Care_Affiliates	>>	/m/02w07vn	>>	1,801883421
UnitedHealth Group Inc	Q551405	>>	Pacifico_Seguros	>>	/m/0jwzx0v	>>	1,494690819
VF Corp	Q152784	>>	The_North_Face	>>	/m/04n92b	>>	27,00492109
VF Corp	Q1135366	>>	Vans	>>	/m/04kbwy	>>	25,29206046
VF Corp	Q457960	>>	VF_Corporation	>>	/m/07y_vs	>>	14,00012737
VF Corp	Q1539185	>>	The_Timberland_Company	>>	/m/05kv16	>>	11,55468988
VF Corp	Q1445358	>>	Wrangler_(jeans)	>>	/m/047nbt	>>	7,237241712
VF Corp	Q114913	>>	Dickies	>>	/m/03pjr5	>>	5,06044878
VF Corp	Q6414641	>>	Kipling_(brand)	>>	/m/0ds3zym	>>	2,529758776
VF Corp	Q1289321	>>	JanSport	>>	/m/02s7wn	>>	2,511284393
VF Corp	Q1278295	>>	Eastpak	>>	/m/0gykp4	>>	1,735690765
VF Corp	Q1278295	>>	Eastpak	>>	/g/11bc5f2g2p	>>	1,735690765
VF Corp	Q7543913	>>	Smartwool	>>	/m/02qsgfz	>>	0,771718514
VF Corp	Q7306788	>>	Reef_(company)	>>	/m/088d83	>>	0,566367492
Vale SA	Q583268	>>	Vale_(company)	>>	/m/062sfb	>>	96,60786572
Vale SA	Q1269002	>>	Vale_Limited	>>	/m/02njt2	>>	3,392134282
Valero Energy Corp	Q1283291	>>	Valero_Energy	>>	/m/01sn2s	>>	100
Verizon Communications Inc	Q37093	>>	Yahoo!	>>	/m/019rl6	>>	45,73997219
Verizon Communications Inc	Q27585	>>	AOL	>>	/m/0plw	>>	16,49862344
Verizon Communications Inc	Q467752	>>	Verizon_Communications	>>	/m/07_dn	>>	10,8416837
Verizon Communications Inc	Q18049522	>>	HuffPost	>>	/m/0hmrpgb	>>	9,687689515
Verizon Communications Inc	Q919641	>>	Verizon_Wireless	>>	/m/02d532	>>	6,27363299
Verizon Communications Inc	Q29231846	>>	Verizon_Media	>>	/g/11c73dsd15	>>	3,871173813
Verizon Communications Inc	Q1580938	>>	MapQuest	>>	/m/01t7l5	>>	2,917919311
Verizon Communications Inc	Q22908679	>>	Go90	>>	/g/11bxffc9gf	>>	1,114298026
Verizon Communications Inc	Q6926887	>>	Moviefone	>>	/m/0bnx7c	>>	1,037207773
Verizon Communications Inc	Q7227155	>>	Polyvore	>>	/m/03gpq4r	>>	0,708041889
Verizon Communications Inc	Q6740419	>>	Maktoob	>>	/m/0b7bxf	>>	0,404299386
Verizon Communications Inc	Q8042382	>>	XO_Communications	>>	/m/0dcqbl	>>	0,403436113
Verizon Communications Inc	Q19867140	>>	RYOT	>>	/m/012bj036	>>	0,316058527
Verizon Communications Inc	Q11288564	>>	Weblogs,_Inc.	>>	/m/0hnd5cn	>>	0,18596333
Vertex Pharmaceuticals Inc	Q2744099	>>	Vertex_Pharmaceuticals	>>	/m/065pv5	>>	100
Vinci SA	Q1475312	>>	Vinci_SA	>>	/m/04w7hc	>>	68,60095651
Vinci SA	Q1378356	>>	Eurovia	>>	/g/121w6fvh	>>	7,295406846
Vinci SA	Q3559968	>>	Vinci_Airports	>>	/g/122tcnpz	>>	4,649096507
Vinci SA	Q1052686	>>	Cegelec	>>	/m/05zp2jx	>>	4,615274924
Vinci SA	Q295619	>>	ANA_Aeroportos_de_Portugal	>>	/m/076y0l	>>	4,008497444
Vinci SA	Q2873028	>>	Autoroutes_du_Sud_de_la_France	>>	/g/122_s2zl	>>	3,749990859
Vinci SA	Q2405919	>>	Cofiroute	>>	/g/1226m1kd	>>	2,253797158
Vinci SA	Q3087598	>>	Freyssinet_(entreprise)	>>	/g/121v2ccw	>>	1,493817049
Vinci SA	Q3488897	>>	Sogea_(construction)	>>	/g/1yh7_v2bm	>>	1,443724542
Vinci SA	Q3473957	>>	Satom	>>	/g/11r7svs3m	>>	1,00239859
Vinci SA	Q3552953	>>	Vinci_Immobilier	>>	/g/1pwgtcqgl	>>	0,887039569
